response_id,age_group,gender,employment_status,income,education,location_type,household_size,health_consciousness,exercise_frequency,fitness_goal,hydration_importance,daily_water_intake,bottle_type,monthly_beverage_spend,interest_level,purchase_likelihood,willingness_to_pay_continuous,willingness_to_pay_category,weekly_usage,purchase_preference,sustainability_importance,early_adopter_score,premium_willingness_score,health_condition_Diabetes (Type 1 or 2),health_condition_High blood pressure,health_condition_High cholesterol,health_condition_Heart disease,health_condition_Kidney disease,health_condition_Food allergies,health_condition_None of the above,barrier_I forget to drink,barrier_Plain water is boring/tasteless,barrier_I don't feel thirsty,barrier_It's inconvenient to carry water,barrier_I prefer other beverages,"barrier_Health reasons (frequent bathroom trips, etc.)",barrier_Nothing prevents me,consume_location_At home,consume_location_At work/school,consume_location_At the gym,consume_location_During commute,consume_location_Restaurants/cafes,consume_location_Outdoor activities,beverage_Plain water,"beverage_Flavored water (e.g., LaCroix, Hint)","beverage_Sports drinks (e.g., Gatorade, Powerade)","beverage_Energy drinks (e.g., Red Bull, Monster)","beverage_Enhanced water (e.g., Vitaminwater, Smartwater)",beverage_Coffee,beverage_Tea,beverage_Soda/soft drinks,beverage_Juice,beverage_Protein shakes,beverage_Pre-workout drinks,"beverage_Electrolyte tablets/powders (e.g., Nuun, Liquid I.V.)","beverage_Squeeze flavor enhancers (e.g., MiO, Crystal Light)",beverage_Kombucha,beverage_Coconut water,priority_Taste/flavor variety,"priority_Nutritional benefits (vitamins, minerals)",priority_Low/zero sugar,priority_Natural ingredients,priority_Caffeine content,priority_Electrolytes,priority_Protein content,priority_Convenience/portability,priority_Price/affordability,priority_Brand reputation,priority_Environmental sustainability,priority_No artificial ingredients,used_product_Cirkul (flavor cartridge bottle),used_product_Air Up (scent-based bottle),used_product_MiO/liquid flavor drops,"used_product_Dissolvable tablets (Nuun, Liquid I.V.)","used_product_Powder packets (Crystal Light, etc.)",used_product_Pre-flavored bottled water,used_product_None of the above,appealing_Convenience/ease of use,appealing_Portion control,appealing_No mixing required,appealing_Flavor variety,appealing_Nutritional customization,appealing_Portability,appealing_Hygiene (single-use),appealing_Helps me drink more water,appealing_Health benefits,appealing_Nothing appeals to me,concern_Price/cost per use,concern_Environmental waste (single-use plastic),concern_Powder might not dissolve well,concern_Artificial ingredients,concern_Limited flavor options,concern_Not compatible with my bottle,concern_Prefer other methods,concern_No concerns,price_15_perception,price_25_perception,price_35_perception,price_45_perception,price_60_perception,"flavor_Citrus (lemon, lime, orange)","flavor_Berry (strawberry, blueberry, raspberry)","flavor_Tropical (mango, pineapple, coconut)",flavor_Mint/herbal,flavor_Green tea/matcha,flavor_Coffee-flavored,flavor_Neutral/unflavored (just nutrients),flavor_Sour/tangy,flavor_Sweet/dessert-inspired,"benefit_rank_Energy boost (caffeine, B-vitamins)",benefit_rank_Hydration/electrolytes,"benefit_rank_Immunity support (Vitamin C, zinc)",benefit_rank_Focus/mental clarity,benefit_rank_Recovery (post-workout),benefit_rank_Digestive health (probiotics),benefit_rank_Antioxidants,"benefit_rank_Skin health (collagen, biotin)",benefit_rank_Weight management,benefit_rank_General vitamins/minerals,specialized_Sugar-free (for diabetics),specialized_Keto-friendly,specialized_Vegan,specialized_Organic/natural only,"specialized_Allergen-free (gluten, dairy, soy)",specialized_Kid-friendly formulas,"specialized_Senior-optimized (bone health, etc.)",specialized_Athletic performance,specialized_None - prefer standard versions,"discovery_Social media (Instagram, TikTok, Facebook)",discovery_Friends/family recommendations,discovery_Health/fitness influencers,discovery_Online reviews,discovery_In-store displays,discovery_TV/online ads,discovery_Health blogs/websites,discovery_Nutritionist/doctor recommendation
307,35-44,Female,Employed part-time,"$100,000 - $149,999",High school or less,Urban area (city),2,2,2-3 times per week,Weight loss,1,Less than 2,I don't carry a water bottle,$80-$99,3,Might or might not purchase,2.45,$2.01 - $2.50,01-Feb,"Multi-packs (e.g., 10-pack, 20-pack)",3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Too Cheap,Too Cheap,Too Cheap,Bargain,Acceptable,1,1,1,0,1,0,0,1,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
308,25-34,Male,Employed part-time,"$150,000 - $199,999",Some college,Urban area (city),2,3,4-6 times per week,Muscle building,2,05-Jul,Stainless steel/insulated bottles,$60-$79,3,Probably would purchase,1.72,$1.51 - $2.00,01-Feb,"Multi-packs (e.g., 10-pack, 20-pack)",2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Bargain,Too Cheap,Bargain,Acceptable,Acceptable,0,1,1,1,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
309,45-54,Male,Employed part-time,"$25,000 - $49,999",High school or less,Urban area (city),3,1,2-3 times per week,General fitness/health,2,02-Apr,I don't carry a water bottle,Less than $20,3,Might or might not purchase,1.7,$1.51 - $2.00,06-Oct,Monthly subscription (recurring delivery),3,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,Too Cheap,Too Cheap,Bargain,Expensive,Acceptable,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
310,25-34,Male,Self-employed,"$200,000+",Some college,Suburban area,2,3,Once a week,Stress management,1,08-Oct,Reusable plastic bottles,$60-$79,3,Probably would purchase,2.98,$2.51 - $3.00,03-May,Variety packs (multiple flavors),2,5,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,Too Cheap,Bargain,Too Cheap,Acceptable,Bargain,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
311,25-34,Female,Student,"Less than $25,000",Master's degree,Suburban area,1 (Just me),5,4-6 times per week,Muscle building,5,14+,Stainless steel/insulated bottles,$60-$79,4,Probably would purchase,2.69,$2.51 - $3.00,16-20,Monthly subscription (recurring delivery),5,3,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,Too Cheap,Too Cheap,Too Cheap,Bargain,Too Expensive,1,1,0,0,1,1,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
312,18-24,Male,Self-employed,"Less than $25,000",Bachelor's degree,Suburban area,2,2,2-3 times per week,Muscle building,2,05-Jul,Other,$40-$59,3,Definitely would not purchase,1.7,$1.51 - $2.00,03-May,Monthly subscription (recurring delivery),3,3,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,Too Cheap,Bargain,Acceptable,Acceptable,Expensive,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1
313,18-24,Female,Unemployed,"Less than $25,000",Some college,Suburban area,1 (Just me),2,2-3 times per week,Stress management,2,08-Oct,Reusable plastic bottles,$20-$39,2,Probably would not purchase,0.25,$0.25 - $0.50,01-Feb,Individual caps (as needed),4,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Too Expensive,Too Expensive,Too Expensive,Too Expensive,Too Expensive,0,0,0,1,0,1,0,1,0,0,0,3,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
314,65+,Male,Employed full-time,"$50,000 - $74,999",Bachelor's degree,Urban area (city),5+,4,4-6 times per week,General fitness/health,3,08-Oct,Reusable plastic bottles,$20-$39,3,Definitely would purchase,1.36,$1.01 - $1.50,16-20,Individual caps (as needed),3,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,Bargain,Acceptable,Acceptable,Acceptable,Too Expensive,1,1,0,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0
315,45-54,Female,Employed full-time,"$75,000 - $99,999",High school or less,Urban area (city),5+,1,Never,General fitness/health,1,05-Jul,Stainless steel/insulated bottles,$80-$99,3,Might or might not purchase,2.76,$2.51 - $3.00,06-Oct,Monthly subscription (recurring delivery),3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Bargain,Too Cheap,Too Cheap,Bargain,Too Expensive,1,1,0,1,0,0,0,1,1,2,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
316,35-44,Male,Employed full-time,"$25,000 - $49,999",Some college,Suburban area,2,2,2-3 times per week,General fitness/health,1,Nov-13,Reusable plastic bottles,$20-$39,2,Definitely would not purchase,0.33,$0.25 - $0.50,01-Feb,Individual caps (as needed),2,2,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,Too Expensive,Too Expensive,Too Expensive,Expensive,Too Expensive,0,1,0,0,0,1,1,0,1,0,1,0,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
317,25-34,Male,Self-employed,"$50,000 - $74,999",Bachelor's degree,Suburban area,3,3,Never,Muscle building,4,Nov-13,Disposable plastic bottles,$60-$79,3,Might or might not purchase,1.92,$1.51 - $2.00,Nov-15,Variety packs (multiple flavors),3,2,3,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,Too Cheap,Bargain,Bargain,Acceptable,Acceptable,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
318,25-34,Female,Retired,"$25,000 - $49,999",Doctoral or professional degree,Urban area (city),2,2,Once a week,General fitness/health,1,08-Oct,I don't carry a water bottle,$40-$59,4,Probably would not purchase,0.79,$0.76 - $1.00,06-Oct,Monthly subscription (recurring delivery),3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,Acceptable,Bargain,Expensive,Too Expensive,Too Expensive,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
319,25-34,Female,Employed full-time,"$25,000 - $49,999",Master's degree,Suburban area,3,3,4-6 times per week,Muscle building,2,05-Jul,Other,$40-$59,4,Definitely would purchase,1.2,$1.01 - $1.50,06-Oct,Monthly subscription (recurring delivery),5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,Bargain,Too Expensive,Acceptable,Expensive,Too Expensive,1,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
320,25-34,Male,Unemployed,"$50,000 - $74,999",High school or less,Suburban area,4,3,Rarely,No specific goal,2,08-Oct,Stainless steel/insulated bottles,$100+,3,Probably would purchase,1.91,$1.51 - $2.00,Nov-15,Monthly subscription (recurring delivery),2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,Acceptable,Too Cheap,Acceptable,Bargain,Bargain,0,1,0,1,0,1,1,1,0,0,3,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0
321,35-44,Female,Employed full-time,"$100,000 - $149,999",Master's degree,Suburban area,5+,4,4-6 times per week,General fitness/health,3,05-Jul,Stainless steel/insulated bottles,$80-$99,4,Definitely would purchase,2.02,$2.01 - $2.50,01-Feb,Variety packs (multiple flavors),5,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,Too Cheap,Too Cheap,Acceptable,Bargain,Expensive,1,0,0,0,0,1,0,0,1,3,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
322,45-54,Female,Unemployed,"$25,000 - $49,999",Master's degree,Urban area (city),2,4,2-3 times per week,General fitness/health,4,05-Jul,Glass bottles,Less than $20,5,Might or might not purchase,2.19,$2.01 - $2.50,03-May,Variety packs (multiple flavors),1,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,Too Cheap,Too Cheap,Bargain,Bargain,Acceptable,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
323,35-44,Female,Employed full-time,"$150,000 - $199,999",Master's degree,Suburban area,4,3,Never,Stress management,3,05-Jul,Stainless steel/insulated bottles,$20-$39,4,Probably would purchase,2.56,$2.51 - $3.00,06-Oct,Monthly subscription (recurring delivery),4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,Too Cheap,Too Cheap,Too Cheap,Bargain,Bargain,1,1,0,0,0,1,1,1,0,3,0,0,0,2,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
324,25-34,Female,Employed full-time,"$50,000 - $74,999",Bachelor's degree,Suburban area,2,3,Daily,Stress management,3,Nov-13,Disposable plastic bottles,Less than $20,3,Probably would purchase,1.23,$1.01 - $1.50,03-May,"Multi-packs (e.g., 10-pack, 20-pack)",3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,Too Cheap,Acceptable,Acceptable,Acceptable,Too Expensive,1,1,0,0,0,1,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
325,65+,Male,Employed full-time,"$75,000 - $99,999",Bachelor's degree,Suburban area,5+,3,Daily,Athletic performance,1,Nov-13,Disposable plastic bottles,$20-$39,2,Might or might not purchase,0.51,$0.51 - $0.75,Nov-15,Variety packs (multiple flavors),3,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Acceptable,Expensive,Too Expensive,Too Expensive,Too Expensive,1,1,0,0,0,0,1,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
326,45-54,Male,Employed full-time,"$75,000 - $99,999",Some college,Suburban area,1 (Just me),3,Once a week,General fitness/health,3,05-Jul,Disposable plastic bottles,Less than $20,3,Might or might not purchase,1.84,$1.51 - $2.00,01-Feb,Variety packs (multiple flavors),2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,Too Cheap,Bargain,Acceptable,Acceptable,Acceptable,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
327,35-44,Male,Employed full-time,"$75,000 - $99,999",High school or less,Suburban area,3,3,4-6 times per week,General fitness/health,5,Less than 2,Disposable plastic bottles,$40-$59,4,Definitely would not purchase,1.72,$1.51 - $2.00,06-Oct,"Multi-packs (e.g., 10-pack, 20-pack)",2,1,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,Too Cheap,Bargain,Too Cheap,Acceptable,Acceptable,1,1,0,0,0,1,0,1,0,3,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
328,35-44,Female,Employed full-time,"$25,000 - $49,999",Some college,Suburban area,3,3,4-6 times per week,General fitness/health,2,Nov-13,Reusable plastic bottles,Less than $20,4,Probably would purchase,1.7,$1.51 - $2.00,06-Oct,Variety packs (multiple flavors),3,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,Bargain,Bargain,Acceptable,Acceptable,Acceptable,1,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
329,25-34,Female,Student,"$50,000 - $74,999",Some college,Urban area (city),3,2,Daily,General fitness/health,3,02-Apr,Reusable plastic bottles,$40-$59,4,Definitely would purchase,1.59,$1.51 - $2.00,Nov-15,Variety packs (multiple flavors),3,2,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,Too Cheap,Bargain,Bargain,Acceptable,Expensive,0,1,0,1,0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
330,25-34,Male,Employed part-time,"$50,000 - $74,999",Bachelor's degree,Suburban area,1 (Just me),3,Daily,Weight loss,2,08-Oct,Reusable plastic bottles,$80-$99,2,Probably would not purchase,2.1,$2.01 - $2.50,01-Feb,"Multi-packs (e.g., 10-pack, 20-pack)",4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,Too Cheap,Bargain,Bargain,Bargain,Acceptable,0,1,0,0,1,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
331,25-34,Male,Employed full-time,"$25,000 - $49,999",Bachelor's degree,Suburban area,5+,2,Rarely,Athletic performance,1,Less than 2,Disposable plastic bottles,$40-$59,2,Probably would not purchase,0.3,$0.25 - $0.50,01-Feb,"Multi-packs (e.g., 10-pack, 20-pack)",2,3,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,Too Expensive,Expensive,Too Expensive,Too Expensive,Too Cheap,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
332,45-54,Female,Employed part-time,"Less than $25,000",Bachelor's degree,Suburban area,1 (Just me),2,4-6 times per week,Muscle building,1,02-Apr,Stainless steel/insulated bottles,$60-$79,5,Probably would purchase,1.68,$1.51 - $2.00,21+,Monthly subscription (recurring delivery),3,2,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,Bargain,Bargain,Bargain,Bargain,Expensive,0,0,1,0,0,0,0,1,1,2,1,0,0,3,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0
333,18-24,Prefer not to say,Self-employed,"$25,000 - $49,999",High school or less,Urban area (city),3,3,2-3 times per week,Stress management,3,14+,Reusable plastic bottles,Less than $20,3,Might or might not purchase,1.57,$1.51 - $2.00,Nov-15,Individual caps (as needed),4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,Bargain,Acceptable,Bargain,Acceptable,Expensive,1,1,0,0,1,1,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
334,18-24,Female,Employed full-time,"$25,000 - $49,999",Doctoral or professional degree,Urban area (city),1 (Just me),3,2-3 times per week,Muscle building,2,02-Apr,Glass bottles,$20-$39,2,Probably would not purchase,0.25,$0.25 - $0.50,01-Feb,Individual caps (as needed),3,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,Too Expensive,Expensive,Too Expensive,Expensive,Too Expensive,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
335,18-24,Male,Employed full-time,"$50,000 - $74,999",Master's degree,Rural area,2,4,4-6 times per week,Stress management,3,08-Oct,Disposable plastic bottles,$20-$39,4,Might or might not purchase,3.52,$3.01 - $4.00,06-Oct,Variety packs (multiple flavors),2,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Too Cheap,Too Cheap,Too Cheap,Too Cheap,Bargain,1,1,0,1,0,1,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
336,18-24,Male,Employed full-time,"$50,000 - $74,999",Master's degree,Suburban area,2,2,Daily,General fitness/health,2,02-Apr,I don't carry a water bottle,$40-$59,3,Probably would purchase,1.55,$1.51 - $2.00,03-May,"Multi-packs (e.g., 10-pack, 20-pack)",5,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,Too Cheap,Bargain,Acceptable,Acceptable,Too Expensive,1,1,0,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
337,55-64,Male,Employed full-time,"Less than $25,000",Doctoral or professional degree,Rural area,2,4,2-3 times per week,General fitness/health,4,Nov-13,Other,$20-$39,5,Might or might not purchase,1.13,$1.01 - $1.50,Nov-15,Individual caps (as needed),3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,Too Cheap,Too Cheap,Acceptable,Acceptable,Too Cheap,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
